date,symbol,F_mom121,F_er20,F_idiovol60,F_obv20,composite,rank
2025-04-16,YINN,,0.5107447519660877,,-0.4185057241991079,0.2759740259740259,6.0
2025-04-16,TECL,,0.2925627246461009,,0.00635767756519178,0.25,7.0
2025-04-16,UUP,,0.3376342655714811,,-0.12352959921007024,0.24999999999999997,8.0
2025-04-16,EDC,,0.352012927016895,,-0.35066211986941,0.23376623376623376,9.0
2025-04-16,TNA,,0.33946986799990975,,-0.3217547232323445,0.2305194805194805,10.0
2025-04-16,TQQQ,,0.2449360537637896,,0.02833792962644346,0.22402597402597402,11.0
2025-04-16,CHAU,,0.3088905058344788,,-0.2767782546640351,0.2142857142857143,12.0
2025-04-16,UPRO,,0.259343297278847,,-0.26349423294966423,0.19155844155844154,13.0
2025-04-16,EURL,,0.2664441353732034,,-0.3293479352958907,0.1883116883116883,14.0
2025-04-16,UVXY,,0.21205197772383277,,0.24445682283912523,0.16883116883116883,15.0
2025-04-16,UDOW,,0.23708171481036794,,-0.27665518304794345,0.1590909090909091,16.0
2025-04-16,UYM,,0.23681289513054382,,-0.2266460289105279,0.15584415584415584,17.0
2025-04-16,DUSL,,0.2430853086034779,,-0.3522620603991254,0.1525974025974026,18.0
2025-04-16,UCO,,0.21103117505995198,,0.032745145006609355,0.14935064935064934,19.0
2025-04-16,FAS,,0.22746270916937988,,-0.24912468569303256,0.13636363636363635,20.0
2025-04-16,TMF,,0.1864729481629227,,0.20957691217366653,0.1331168831168831,21.0
2025-04-16,DRN,,0.21296720260599958,,-0.2473127375754137,0.12987012987012986,22.0
2025-04-16,KORU,,0.23707923355774202,,-0.36915403825415743,0.12987012987012986,23.0
2025-04-16,AGQ,,0.1640826873385012,,-0.007090272913057723,0.10714285714285712,24.0
2025-04-16,MEXX,,0.029845330430444045,,-0.005523065219460106,0.0909090909090909,25.0
2025-04-16,UTSL,,0.128178285800513,,-0.08012939924878959,0.08766233766233766,26.0
2025-04-16,RETL,,0.2089565500696029,,-0.3732134127701727,0.06818181818181818,27.0
2025-04-16,TYD,,0.004260387557835742,,-0.40875739644970416,0.016233766233766232,28.0
2025-04-17,UGL,,0.3324746417646107,,0.186677074067081,0.33116883116883117,1.0
2025-04-17,SOXL,,0.4020078271226816,,-0.0691047527331909,0.3246753246753247,2.0
2025-04-17,UUP,,0.3639877924720261,,-0.13634339451125735,0.3084415584415584,3.0
2025-04-17,ERX,,0.32213186621400935,,-0.027557158814908944,0.2889610389610389,4.0
2025-04-17,LABU,,0.32335652486755306,,-0.1640905133485984,0.2792207792207792,5.0
2025-04-17,YINN,,0.4551948462872259,,-0.3625207101109274,0.2792207792207792,6.0
2025-04-17,BOIL,,0.3121655369247235,,-0.1463199297926557,0.2662337662337662,7.0
2025-04-17,TECL,,0.28533618233618235,,0.011008440473404763,0.2564935064935065,8.0
2025-04-17,TNA,,0.30439573617156446,,-0.25799465212178496,0.23376623376623376,9.0
2025-04-17,TMF,,0.23060637741766876,,0.14589992930912601,0.22077922077922077,10.0
2025-04-17,TQQQ,,0.23928983113287136,,0.02417210161604707,0.22077922077922077,11.0
2025-04-17,EDC,,0.2911277699975282,,-0.2812375484613353,0.21753246753246752,12.0
2025-04-17,CHAU,,0.25556619930912367,,-0.2495939550120134,0.19805194805194803,13.0
2025-04-17,UDOW,,0.2635419819849301,,-0.29157569386316,0.19480519480519481,14.0
2025-04-17,UPRO,,0.2507905427455748,,-0.20965268338970994,0.19480519480519476,15.0
2025-04-17,UCO,,0.19597394908229734,,0.03073298662043828,0.17532467532467533,16.0
2025-04-17,UVXY,,0.19515629400168974,,0.2650186437054238,0.16883116883116883,17.0
2025-04-17,FAS,,0.22726942376001955,,-0.23567404314733975,0.16233766233766234,18.0
2025-04-17,UYM,,0.20771179454469954,,-0.14837966960225638,0.15584415584415584,19.0
2025-04-17,DUSL,,0.2138814849563938,,-0.3118652364840544,0.12987012987012986,20.0
2025-04-17,AGQ,,0.15590345727332028,,-0.012328562399955346,0.1266233766233766,21.0
2025-04-17,MEXX,,0.06399938576224809,,0.0640881371958867,0.10064935064935066,22.0
2025-04-17,KORU,,0.1955459845580126,,-0.32934822157559535,0.09740259740259741,23.0
2025-04-17,EURL,,0.1880504214385606,,-0.27030067498465943,0.09415584415584415,24.0
2025-04-17,DRN,,0.1474317376329057,,-0.20097079071096557,0.09090909090909091,25.0
2025-04-17,UTSL,,0.09616142363624702,,-0.07198991913588654,0.08766233766233766,26.0
2025-04-17,RETL,,0.13715589091795893,,-0.311112794338932,0.055194805194805185,27.0
2025-04-17,TYD,,0.05879712746858125,,-0.4362362891502577,0.012987012987012984,28.0
2025-04-21,UGL,,0.458096487392508,,0.2720196352098108,0.36038961038961037,1.0
2025-04-21,UUP,,0.45345924070148563,,-0.2097113800939258,0.3051948051948052,2.0
2025-04-21,SOXL,,0.3984251968503937,,-0.09483544214653496,0.30194805194805197,3.0
2025-04-21,ERX,,0.3443696232750774,,-0.0284234022075236,0.2954545454545454,4.0
2025-04-21,LABU,,0.34772560118421436,,-0.20806303209870855,0.2792207792207792,5.0
2025-04-21,TECL,,0.32462984343590856,,-0.049565553544185854,0.2694805194805195,6.0
2025-04-21,BOIL,,0.3417548651416865,,-0.1701168682996022,0.2662337662337662,7.0
2025-04-21,YINN,,0.41938390402736525,,-0.3551546281885894,0.2662337662337662,8.0
2025-04-21,TQQQ,,0.28495363890333003,,-0.03776385892030469,0.23376623376623373,9.0
2025-04-21,TMF,,0.26611458986898906,,0.13221164493477025,0.2305194805194805,10.0
2025-04-21,TNA,,0.32059321631503157,,-0.2638991010570648,0.22402597402597402,11.0
2025-04-21,UPRO,,0.29155881640937803,,-0.23686624412826102,0.21103896103896103,12.0
2025-04-21,UVXY,,0.23145280732462642,,0.3387479480712058,0.20779220779220778,13.0
2025-04-21,UDOW,,0.31218134074444936,,-0.3586400526451858,0.19480519480519481,14.0
2025-04-21,UCO,,0.2204362801377727,,0.021720212641740965,0.18181818181818182,15.0
2025-04-21,EDC,,0.27822513001174254,,-0.2927245262175654,0.17857142857142855,16.0
2025-04-21,FAS,,0.2554390126655593,,-0.24532323350601123,0.16883116883116883,17.0
2025-04-21,UYM,,0.20979919100260458,,-0.12884345890693266,0.1525974025974026,18.0
2025-04-21,DUSL,,0.23946718597536448,,-0.31473043383506294,0.1461038961038961,19.0
2025-04-21,CHAU,,0.1889331339836871,,-0.186885128940629,0.1266233766233766,20.0
2025-04-21,KORU,,0.20179514255543787,,-0.3384102265941733,0.1038961038961039,21.0
2025-04-21,AGQ,,0.09329740653418642,,0.06886758523185296,0.10064935064935066,22.0
2025-04-21,UTSL,,0.15931900023438658,,-0.08288806265731406,0.10064935064935066,23.0
2025-04-21,DRN,,0.17269523728793035,,-0.2163615509153638,0.0974025974025974,24.0
2025-04-21,EURL,,0.18174503035352926,,-0.27581832022329356,0.09415584415584415,25.0
2025-04-21,MEXX,,0.06826448018500997,,0.03912866800745008,0.08766233766233766,26.0
2025-04-21,RETL,,0.16624529467947635,,-0.3593996279307063,0.05519480519480519,27.0
2025-04-21,TYD,,0.09905910321222455,,-0.43897948448185165,0.032467532467532464,28.0
2025-04-22,UGL,,0.3909899888765294,,0.14182699592168646,0.33766233766233766,1.0
2025-04-22,SOXL,,0.4676748401108245,,-0.06764290567476682,0.33116883116883117,2.0
2025-04-22,UUP,,0.4096317986418284,,-0.13065321613241435,0.3181818181818182,3.0
2025-04-22,LABU,,0.3518426216342725,,-0.1877386731085934,0.2922077922077922,4.0
2025-04-22,TECL,,0.3394145605599278,,-0.04259918754863713,0.275974025974026,5.0
2025-04-22,BOIL,,0.34115502904658845,,-0.18525171235036644,0.2759740259740259,6.0
2025-04-22,ERX,,0.31858775112789506,,-0.02624830137014294,0.2597402597402597,7.0
2025-04-22,TNA,,0.3503832508998627,,-0.24037013667879728,0.2597402597402597,8.0
2025-04-22,TQQQ,,0.2985220252872235,,-0.016351808650383787,0.2564935064935065,9.0
2025-04-22,YINN,,0.33657644384041885,,-0.34177460749719796,0.21428571428571427,10.0
2025-04-22,UPRO,,0.2898757297803519,,-0.22254822146097733,0.21103896103896103,11.0
2025-04-22,UCO,,0.23032407407407413,,0.004077439959808733,0.20129870129870128,12.0
2025-04-22,UVXY,,0.20930847547269607,,0.35978024097895683,0.19805194805194803,13.0
2025-04-22,UDOW,,0.28965834088586845,,-0.33595789184275343,0.1818181818181818,14.0
2025-04-22,TMF,,0.19369720876388127,,0.18218619682357678,0.17532467532467533,15.0
2025-04-22,DUSL,,0.2661378694134904,,-0.3276057276057276,0.1753246753246753,16.0
2025-04-22,EDC,,0.2354827333200913,,-0.28797803067350897,0.16883116883116883,17.0
2025-04-22,FAS,,0.23332631056954597,,-0.228051590232111,0.16558441558441558,18.0
2025-04-22,RETL,,0.20958554883822572,,-0.33632146321889317,0.12987012987012986,19.0
2025-04-22,AGQ,,0.10683477106834761,,0.043946669435287807,0.12012987012987014,20.0
2025-04-22,CHAU,,0.1854235236816082,,-0.19515911666144314,0.11363636363636363,21.0
2025-04-22,UYM,,0.19138775775556874,,-0.2270923474743337,0.11038961038961037,22.0
2025-04-22,MEXX,,0.10254142900536632,,0.043853890547478555,0.10714285714285714,23.0
2025-04-22,KORU,,0.20804585500477651,,-0.3636322701688555,0.10389610389610389,24.0
2025-04-22,DRN,,0.1587335774283867,,-0.19546940252834255,0.0974025974025974,25.0
2025-04-22,EURL,,0.10731597643778934,,-0.1953836809070662,0.09090909090909091,26.0
2025-04-22,UTSL,,0.05029056945422458,,-0.023027048388366163,0.08766233766233765,27.0
2025-04-22,TYD,,0.03828451245161104,,-0.39914417379855166,0.012987012987012984,28.0
2025-04-23,SOXL,,0.3967506237607242,,-0.00042313766149726525,0.33766233766233766,1.0
2025-04-23,ERX,,0.3379862800447511,,-0.09609501529602303,0.31493506493506496,2.0
2025-04-23,UUP,,0.3050921733033393,,0.03183800732346429,0.31493506493506496,3.0
2025-04-23,BOIL,,0.31890500701918584,,-0.07360045609578011,0.3116883116883117,4.0
2025-04-23,TECL,,0.2875337532553732,,-0.010685405305057315,0.2857142857142857,5.0
2025-04-23,TNA,,0.2961655554881146,,-0.17620685826646082,0.26948051948051943,6.0
2025-04-23,TQQQ,,0.26570118991679864,,0.013086758291246493,0.262987012987013,7.0
2025-04-23,LABU,,0.27433685287199855,,-0.12727116082669415,0.24675324675324672,8.0
2025-04-23,UGL,,0.25691598360655715,,0.044312747546515076,0.24025974025974023,9.0
2025-04-23,UCO,,0.2595078299776287,,-0.08907827039798652,0.2305194805194805,10.0
2025-04-23,YINN,,0.27610724071852005,,-0.27621394358563894,0.2305194805194805,11.0
2025-04-23,UDOW,,0.26044465382416515,,-0.2917931878541746,0.19805194805194806,12.0
2025-04-23,UPRO,,0.2526924168537297,,-0.18434512227084499,0.18506493506493504,13.0
2025-04-23,UVXY,,0.1709390699471854,,0.31500738303636877,0.17857142857142858,14.0
2025-04-23,UYM,,0.18475204687325,,-0.11043775624416396,0.17532467532467533,15.0
2025-04-23,FAS,,0.218475436646442,,-0.1778910802136198,0.16883116883116883,16.0
2025-04-23,DUSL,,0.23171981730067498,,-0.3071549944689635,0.15584415584415584,17.0
2025-04-23,TMF,,0.14319155314806223,,0.24200256358294492,0.15584415584415584,18.0
2025-04-23,MEXX,,0.11969065953347326,,0.06955880351965318,0.13961038961038963,19.0
2025-04-23,EDC,,0.18427520366096584,,-0.21347108658183164,0.13636363636363635,20.0
2025-04-23,RETL,,0.18009611829944547,,-0.20312107166082868,0.12987012987012986,21.0
2025-04-23,CHAU,,0.17164113785558002,,-0.18992909728474694,0.12337662337662336,22.0
2025-04-23,AGQ,,0.07370453813968453,,0.05642255262609599,0.10714285714285714,23.0
2025-04-23,DRN,,0.11566567001228235,,-0.12288078496146168,0.09415584415584416,24.0
2025-04-23,UTSL,,0.02627129665756289,,0.07929380346345316,0.09415584415584416,25.0
2025-04-23,KORU,,0.14717606253559046,,-0.3084830834487552,0.0844155844155844,26.0
2025-04-23,EURL,,0.10576961935509938,,-0.1537446870877913,0.07792207792207792,27.0
2025-04-23,TYD,,0.038126295257832406,,-0.3931369014453804,0.022727272727272724,28.0
2025-04-24,UUP,,0.37677253017696083,,-0.0050296625329490224,0.3344155844155844,1.0
2025-04-24,UGL,,0.2948061448427211,,0.08440135503009759,0.3246753246753247,2.0
2025-04-24,ERX,,0.31956406928871667,,-0.0957882743318608,0.31493506493506496,3.0
2025-04-24,SOXL,,0.2630776826987749,,0.062495110658313355,0.3019480519480519,4.0
2025-04-24,BOIL,,0.3148169942332588,,-0.15122843030341906,0.2727272727272727,5.0
2025-04-24,UCO,,0.26233183856502246,,-0.09610173653442698,0.2727272727272727,6.0
2025-04-24,MEXX,,0.18452885832474258,,0.11692398910898041,0.2694805194805195,7.0
2025-04-24,TNA,,0.21415219450584153,,-0.12935410395959113,0.24025974025974023,8.0
2025-04-24,LABU,,0.17779913969724334,,-0.07945493466186601,0.2337662337662338,9.0
2025-04-24,YINN,,0.2513696896045371,,-0.23766587030447994,0.2305194805194805,10.0
2025-04-24,TECL,,0.16307217931579795,,0.04462267459288424,0.21103896103896103,11.0
2025-04-24,TQQQ,,0.15589513293166396,,0.0719024673584435,0.21103896103896103,12.0
2025-04-24,UDOW,,0.21262185711568507,,-0.24716198799985614,0.20779220779220778,13.0
2025-04-24,FAS,,0.17717125240023823,,-0.1309842486366004,0.19805194805194803,14.0
2025-04-24,UVXY,,0.13575525812619507,,0.2559997454553242,0.19480519480519481,15.0
2025-04-24,UPRO,,0.1667082904353678,,-0.13436689925240733,0.18506493506493504,16.0
2025-04-24,CHAU,,0.1424428068306254,,-0.13789672111276174,0.14285714285714285,17.0
2025-04-24,UYM,,0.13545179787023698,,-0.11074684844061213,0.1396103896103896,18.0
2025-04-24,DUSL,,0.1512810037008096,,-0.24795897331627653,0.13636363636363635,19.0
2025-04-24,TMF,,0.06692492924173946,,0.28826162637775027,0.12987012987012986,20.0
2025-04-24,DRN,,0.12788160040135463,,-0.10551804204130294,0.12337662337662336,21.0
2025-04-24,AGQ,,0.07041343669250642,,0.06699140658150293,0.12012987012987011,22.0
2025-04-24,RETL,,0.13266482249884734,,-0.14656463828319025,0.1103896103896104,23.0
2025-04-24,EDC,,0.12604800422698262,,-0.11288375661732367,0.10714285714285714,24.0
2025-04-24,UTSL,,0.012114364882361372,,0.07494627630008444,0.0974025974025974,25.0
2025-04-24,EURL,,0.009263287651366818,,-0.08356463124504361,0.06493506493506493,26.0
2025-04-24,KORU,,0.10980574019683595,,-0.26203833930232984,0.06493506493506493,27.0
2025-04-24,TYD,,0.03831242537258453,,-0.37693744470295243,0.032467532467532464,28.0
2025-04-25,UUP,,0.3333333333333347,,0.038813048592716504,0.32792207792207795,1.0
2025-04-25,BOIL,,0.3334924803055622,,-0.15504955774994944,0.2987012987012987,2.0
2025-04-25,ERX,,0.305077507022852,,-0.10212385867407701,0.2922077922077922,3.0
2025-04-25,SOXL,,0.21576601048191227,,0.11438064956191289,0.2922077922077922,4.0
2025-04-25,AGQ,,0.23623931623931602,,-0.008866112244588316,0.2857142857142857,5.0
2025-04-25,UCO,,0.24214009928295652,,-0.09513223391274218,0.2857142857142857,6.0
2025-04-25,UGL,,0.21082272282076378,,0.03969813169489374,0.2727272727272727,7.0
2025-04-25,YINN,,0.31057722243588237,,-0.2791163589313767,0.2597402597402597,8.0
2025-04-25,MEXX,,0.19975413299868097,,0.11782809962614088,0.24675324675324672,9.0
2025-04-25,TNA,,0.20393175406385752,,-0.1096669405360011,0.237012987012987,10.0
2025-04-25,LABU,,0.20292174215952025,,-0.11694258531084419,0.21103896103896103,11.0
2025-04-25,UDOW,,0.20319579209364733,,-0.201165860386663,0.2012987012987013,12.0
2025-04-25,FAS,,0.18070045559267478,,-0.13537256022519342,0.1883116883116883,13.0
2025-04-25,CHAU,,0.17941892648104169,,-0.17816319464970873,0.16558441558441558,14.0
2025-04-25,TQQQ,,0.11602982680582882,,0.12539451238453933,0.16233766233766234,15.0
2025-04-25,UPRO,,0.13914600958372367,,-0.08640075593078113,0.16233766233766234,16.0
2025-04-25,EDC,,0.15147019205616058,,-0.17645298382715033,0.1590909090909091,17.0
2025-04-25,UYM,,0.15026247084430444,,-0.15499246594298718,0.15584415584415584,18.0
2025-04-25,UVXY,,0.10846991117227577,,0.1867272607356058,0.1461038961038961,19.0
2025-04-25,TECL,,0.11330164614629697,,0.09324048100530377,0.14285714285714285,20.0
2025-04-25,RETL,,0.12481887208021787,,-0.11242086077682677,0.13636363636363635,21.0
2025-04-25,DRN,,0.12362779325208274,,-0.1083086324816064,0.13311688311688313,22.0
2025-04-25,DUSL,,0.1394206308507537,,-0.26128505210832764,0.12987012987012986,23.0
2025-04-25,TMF,,0.02211884525615833,,0.3312659430382867,0.12012987012987013,24.0
2025-04-25,UTSL,,0.0027869638344723666,,0.07318170536226434,0.08116883116883117,25.0
2025-04-25,EURL,,0.003949076745528072,,-0.06332684824902723,0.07792207792207792,26.0
2025-04-25,KORU,,0.10016146674305944,,-0.2656480143252508,0.05844155844155843,27.0
2025-04-25,TYD,,0.08011196440106264,,-0.34772800515630037,0.0422077922077922,28.0
2025-04-28,BOIL,,0.3696211842589186,,-0.04471139053131419,0.3246753246753247,1.0
2025-04-28,UUP,,0.355384615384616,,0.0333831548956861,0.3246753246753247,2.0
2025-04-28,MEXX,,0.23821842239712337,,0.16925945392651745,0.3116883116883117,3.0
2025-04-28,ERX,,0.28009452293447096,,-0.0780581906409721,0.2889610389610389,4.0
2025-04-28,UGL,,0.23688883627323296,,0.037679170980306924,0.2792207792207792,5.0
2025-04-28,AGQ,,0.17868561278863224,,0.07195216156586398,0.275974025974026,6.0
2025-04-28,SOXL,,0.15955529489325454,,0.10419239046428874,0.2727272727272727,7.0
2025-04-28,UCO,,0.24753559693318736,,-0.10560887618269689,0.2727272727272727,8.0
2025-04-28,YINN,,0.24741107994950692,,-0.2717460919228118,0.24025974025974023,9.0
2025-04-28,LABU,,0.14268395903104866,,-0.07166759056548057,0.20779220779220775,10.0
2025-04-28,TNA,,0.13989077678095282,,-0.05718892384047829,0.20454545454545453,11.0
2025-04-28,CHAU,,0.15068407376099688,,-0.16868843234921232,0.2012987012987013,12.0
2025-04-28,UDOW,,0.1465861502983572,,-0.15299905550467188,0.19480519480519481,13.0
2025-04-28,UVXY,,0.08134588113961591,,0.14293197105358021,0.19155844155844154,14.0
2025-04-28,FAS,,0.11823041641512001,,-0.09172996689716126,0.17857142857142858,15.0
2025-04-28,UPRO,,0.08417172918474715,,-0.022329857145077,0.17532467532467533,16.0
2025-04-28,DRN,,0.09746970335307677,,-0.05755220694385452,0.17207792207792205,17.0
2025-04-28,UYM,,0.10242950007014906,,-0.12431015618424691,0.1590909090909091,18.0
2025-04-28,TECL,,0.061340277971200126,,0.10049960255558317,0.15259740259740256,19.0
2025-04-28,TMF,,0.05345854858142569,,0.3251016626507548,0.14935064935064934,20.0
2025-04-28,EDC,,0.07792175429852977,,-0.11850349338781194,0.12337662337662336,21.0
2025-04-28,TQQQ,,0.051902825813902265,,0.12802434107090924,0.12012987012987014,22.0
2025-04-28,RETL,,0.05488584053084531,,-0.07349033016913183,0.10714285714285714,23.0
2025-04-28,DUSL,,0.07311920371385684,,-0.20471768774921242,0.10064935064935066,24.0
2025-04-28,UTSL,,0.0051881836470403855,,0.06043470778593732,0.08766233766233765,25.0
2025-04-28,EURL,,0.03270814477610605,,-0.03762124032526697,0.08441558441558442,26.0
2025-04-28,TYD,,0.05262846667849352,,-0.35269763229395784,0.051948051948051945,27.0
2025-04-28,KORU,,0.0031159838430466513,,-0.2438811191771613,0.01948051948051948,28.0
2025-04-29,UUP,,0.33335201793722036,,0.029195134785952707,0.3149350649350649,1.0
2025-04-29,BOIL,,0.36360307579641166,,-0.048486846497963546,0.3051948051948052,2.0
2025-04-29,AGQ,,0.20027672085783452,,0.0793824298033393,0.2987012987012987,3.0
2025-04-29,MEXX,,0.1761215300600156,,0.1271460448452266,0.2987012987012987,4.0
2025-04-29,UCO,,0.3705980994969257,,-0.19501284296186724,0.2889610389610389,5.0
2025-04-29,SOXL,,0.1719201454355262,,0.09305586920312357,0.2824675324675324,6.0
2025-04-29,ERX,,0.32371982067206845,,-0.12956208098139507,0.2727272727272727,7.0
2025-04-29,YINN,,0.25747745968140195,,-0.30277683213877976,0.24025974025974023,8.0
2025-04-29,UGL,,0.1590206798193485,,-0.035559304847028704,0.237012987012987,9.0
2025-04-29,UDOW,,0.16160130126448502,,-0.15480017068735433,0.21753246753246752,10.0
2025-04-29,CHAU,,0.14066455945023684,,-0.14040365527811813,0.2012987012987013,11.0
2025-04-29,TNA,,0.11044131296936964,,-0.006702042083179622,0.20129870129870128,12.0
2025-04-29,FAS,,0.13378808670512535,,-0.11019957730113297,0.19805194805194803,13.0
2025-04-29,DRN,,0.11084911576570941,,-0.06308047347250069,0.19480519480519476,14.0
2025-04-29,EURL,,0.08269266480965638,,0.043235845709361856,0.18181818181818182,15.0
2025-04-29,UPRO,,0.08618360054798131,,-0.037214240870162126,0.17532467532467533,16.0
2025-04-29,UVXY,,0.07329574577139929,,0.05206683662775208,0.16883116883116883,17.0
2025-04-29,TMF,,0.062228786586507434,,0.31985623255009615,0.1590909090909091,18.0
2025-04-29,UYM,,0.10406884842807794,,-0.2137535370317489,0.14935064935064934,19.0
2025-04-29,TECL,,0.05309514399971256,,0.1042655620716472,0.12012987012987014,20.0
2025-04-29,DUSL,,0.07981442666530343,,-0.2510716665379809,0.11688311688311688,21.0
2025-04-29,RETL,,0.06790729570923142,,-0.08882435089297547,0.11363636363636362,22.0
2025-04-29,KORU,,0.07182516243354997,,-0.1702286462367248,0.10714285714285715,23.0
2025-04-29,TQQQ,,0.035304537562761036,,0.1855598956315741,0.10714285714285714,24.0
2025-04-29,EDC,,0.05940198339675427,,-0.04640276468740182,0.10389610389610389,25.0
2025-04-29,LABU,,0.03645958455452522,,-0.0064765093571107985,0.08766233766233766,26.0
2025-04-29,UTSL,,0.019006886074277113,,0.04508743885865498,0.07792207792207792,27.0
2025-04-29,TYD,,0.05530986496845326,,-0.3535732780942517,0.051948051948051945,28.0
2025-04-30,UUP,,0.3085238055945221,,0.04395899440558716,0.3181818181818182,1.0
2025-04-30,AGQ,,0.1963851233924225,,0.09431621547509858,0.2987012987012987,2.0
2025-04-30,MEXX,,0.16058531212056731,,0.1226407074902318,0.29545454545454547,3.0
2025-04-30,SOXL,,0.1573242915637457,,0.12277945995479674,0.288961038961039,4.0
2025-04-30,BOIL,,0.30701754385964913,,-0.0655300662903044,0.2824675324675325,5.0
2025-04-30,ERX,,0.3727844607015716,,-0.2113906915634829,0.2792207792207792,6.0
2025-04-30,UCO,,0.41778697001034126,,-0.2910257712302701,0.2792207792207792,7.0
2025-04-30,TMF,,0.14205440560736635,,0.24473824062579427,0.275974025974026,8.0
2025-04-30,YINN,,0.25069632346886916,,-0.2677021912396357,0.24350649350649348,9.0
2025-04-30,UDOW,,0.1509165079667773,,-0.09498447457097485,0.22727272727272727,10.0
2025-04-30,UGL,,0.14138576779026224,,-0.035149732837447975,0.22402597402597402,11.0
2025-04-30,FAS,,0.1261587459744143,,-0.03184887902939325,0.20779220779220775,12.0
2025-04-30,TNA,,0.12450420882690996,,-0.01702908736475443,0.20454545454545453,13.0
2025-04-30,CHAU,,0.1340464305522543,,-0.14371629650742695,0.19155844155844154,14.0
2025-04-30,LABU,,0.08813593819346484,,0.08504719028845517,0.16883116883116883,15.0
2025-04-30,RETL,,0.11635145220967705,,-0.11935644546767303,0.16558441558441558,16.0
2025-04-30,UPRO,,0.09562595248342708,,-0.038738315348118245,0.1525974025974026,17.0
2025-04-30,DRN,,0.09615218010123883,,-0.0658294852102197,0.15259740259740256,18.0
2025-04-30,UVXY,,0.08548305513404153,,0.04250183254414627,0.14935064935064934,19.0
2025-04-30,EURL,,0.07347789863244478,,0.048176818089223875,0.14610389610389607,20.0
2025-04-30,UYM,,0.10941424932494857,,-0.2157102368756338,0.1396103896103896,21.0
2025-04-30,TECL,,0.05940459178283285,,0.10739314126371423,0.1266233766233766,22.0
2025-04-30,TQQQ,,0.05538929764086492,,0.1944038872862486,0.1266233766233766,23.0
2025-04-30,EDC,,0.06633645110462962,,-0.056216879634065756,0.10064935064935064,24.0
2025-04-30,DUSL,,0.07227480883737177,,-0.1853033931919413,0.09090909090909091,25.0
2025-04-30,UTSL,,0.05457435607503804,,-0.03102008276548898,0.08441558441558442,26.0
2025-04-30,KORU,,0.02783964365256133,,-0.18933059366508914,0.029220779220779217,27.0
2025-04-30,TYD,,0.04034262781155484,,-0.3417607802874743,0.022727272727272724,28.0
2025-05-01,UUP,,0.23160243849335976,,0.11461175487195914,0.3051948051948052,1.0
2025-05-01,AGQ,,0.2338935574229691,,0.035992722751666754,0.3019480519480519,2.0
2025-05-01,BOIL,,0.28481839561013866,,-0.03396480036905725,0.3019480519480519,3.0
2025-05-01,SOXL,,0.17449774601290519,,0.07508975377113812,0.2857142857142857,4.0
2025-05-01,TMF,,0.1664736430714076,,0.24024792450918875,0.2857142857142857,5.0
2025-05-01,UCO,,0.40759753593429177,,-0.1952179643884171,0.2857142857142857,6.0
2025-05-01,ERX,,0.3667263603964609,,-0.1888253968253968,0.2792207792207792,7.0
2025-05-01,YINN,,0.2388228880947642,,-0.260473446931386,0.2532467532467532,8.0
2025-05-01,RETL,,0.16777408637873747,,-0.12784302157596797,0.2305194805194805,9.0
2025-05-01,TNA,,0.16004139651556473,,-0.01227223106989026,0.22727272727272724,10.0
2025-05-01,UDOW,,0.16268268935390304,,-0.10866361398653074,0.2207792207792208,11.0
2025-05-01,MEXX,,0.13838553306877477,,0.08444507027639951,0.21428571428571427,12.0
2025-05-01,FAS,,0.15779998460376413,,-0.033278028415296396,0.20779220779220775,13.0
2025-05-01,CHAU,,0.16120218579234982,,-0.13667124910445277,0.19805194805194806,14.0
2025-05-01,UVXY,,0.08864933417882054,,0.08126365798254932,0.18181818181818182,15.0
2025-05-01,DRN,,0.10948539359623201,,-0.06867928993713318,0.16883116883116883,16.0
2025-05-01,UPRO,,0.09504201544263656,,-0.04956232768265426,0.16233766233766234,17.0
2025-05-01,UYM,,0.14488777309543022,,-0.27381445593900533,0.1525974025974026,18.0
2025-05-01,TQQQ,,0.04640147023950676,,0.18958082247623498,0.1461038961038961,19.0
2025-05-01,UTSL,,0.06267648661591556,,-0.01285408226332648,0.13636363636363635,20.0
2025-05-01,TECL,,0.044438658041881324,,0.11771272661568917,0.1331168831168831,21.0
2025-05-01,DUSL,,0.08145919999999994,,-0.12067278381466169,0.1266233766233766,22.0
2025-05-01,EDC,,0.07371182406383048,,-0.11751414182369671,0.12012987012987014,23.0
2025-05-01,UGL,,0.0555617167572362,,-0.10133278989798816,0.10714285714285714,24.0
2025-05-01,EURL,,0.03774581030382598,,-0.020090534560805656,0.09415584415584415,25.0
2025-05-01,LABU,,0.000443818151116319,,0.01978877296737231,0.07467532467532469,26.0
2025-05-01,KORU,,0.0018089725036178786,,-0.15355559487097947,0.03896103896103896,27.0
2025-05-01,TYD,,0.0041628122109158726,,-0.35227631495864115,0.032467532467532464,28.0
2025-05-02,TMF,,0.23475665858595535,,0.15655442481595386,0.3344155844155844,1.0
2025-05-02,BOIL,,0.24370810674086255,,-0.03794815289446737,0.2922077922077922,2.0
2025-05-02,TECL,,0.16771566317694594,,0.2213178393545453,0.2792207792207792,3.0
2025-05-02,UCO,,0.2836747361887028,,-0.22149307212064842,0.2792207792207792,4.0
2025-05-02,KORU,,0.22222871501197902,,-0.033307848114019684,0.275974025974026,5.0
2025-05-02,RETL,,0.18674042410527183,,0.010613328771655921,0.26948051948051943,6.0
